pride_1|pride|noun|B2+|a feeling of being pleased or satisfied that you get when you or people who are connected with you have done something well or own something that other people admire|/praɪd/|/praɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/pride/pride__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/pride/pride__us_1.mp3|<li class="" htag="li"><span class="x">The sight of her son graduating filled her with pride.</span></li>;<li class="" htag="li"><span class="x">He felt a glow of pride as people stopped to admire his garden.</span></li>;<li class="" htag="li"><span class="x">Success in sport is a source of <span class="cl">national pride</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">pride in something</span> <span class="x">I <span class="cl">take (a) pride in</span> my work.</span></li>;<li class="" htag="li"><span class="x">They have a strong <span class="cl">sense of pride</span> in their work.</span></li>;<li class="" htag="li"><span class="x">Their reputation for fairness is a matter of pride.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">pride in doing something</span> <span class="x">We take great pride in offering the best service in town.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">with pride</span> <span class="x">I looked with pride at what I had achieved.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/pride_1|<li class="" htag="li"><span class="x">Cảnh tượng con trai mình tốt nghiệp khiến bà cảm thấy tự hào.</span></li>;<li class="" htag="li"><span class="x">Ông cảm thấy tự hào khi mọi người dừng lại để chiêm ngưỡng khu vườn của ông.</span></li>;<li class="" htag="li"><span class="x">Thành công trong thể thao là nguồn gốc của <span class="cl">niềm tự hào dân tộc</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">pride in something</span> <span class="x">Tôi <span class="cl">tự hào về</span> my work.</span></li>;<li class="" htag="li"><span class="x">Họ có một <span class="cl">cảm giác tự hào mạnh mẽ</span> in their work.</span></li>;<li class="" htag="li"><span class="x">Danh tiếng về sự công bằng của họ là một niềm tự hào.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">pride in doing something</span> <span class="x">Chúng tôi rất tự hào khi cung cấp dịch vụ tốt nhất tại thị trấn.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">with pride</span> <span class="x">Tôi tự hào nhìn vào những gì mình đã đạt được.</span></li>|cảm giác vui mừng hoặc thỏa mãn khi bạn hoặc những người có liên quan đến bạn làm tốt điều gì đó hoặc sở hữu thứ gì đó mà người khác ngưỡng mộ
primarily|primarily|adverb|B2+|mainly|/praɪˈmerəli/|/praɪˈmerəli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/prima/primarily__gb_5.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/prima/primarily__us_1.mp3|<li class="" htag="li"><span class="x">a course designed primarily for specialists</span></li>;<li class="" htag="li"><span class="x">The problem is not primarily a financial one.</span></li>;<li class="" htag="li"><span class="x">The report is primarily concerned with aircraft safety.</span></li>;<li class="" htag="li"><span class="x">The person primarily responsible is the project manager.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/primarily|<li class="" htag="li"><span class="x">một khóa học được thiết kế chủ yếu cho các chuyên gia</span></li>;<li class="" htag="li"><span class="x">Vấn đề chủ yếu không phải là vấn đề tài chính.</span></li>;<li class="" htag="li"><span class="x">Báo cáo chủ yếu quan tâm đến vấn đề an toàn máy bay.</span></li>;<li class="" htag="li"><span class="x">Người chịu trách nhiệm chính là người quản lý dự án.</span></li>|chủ yếu
principal_1|principal|adjective|B2+|most important; main|/ˈprɪnsəpl/|/ˈprɪnsəpl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/princ/principal__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/princ/principal__us_1.mp3|<li class="" htag="li"><span class="x">The principal reason for this omission is lack of time.</span></li>;<li class="" htag="li"><span class="x">New roads will link the principal cities of the area.</span></li>;<li class="" htag="li"><span class="x">Tourist revenue is now our principal source of wealth.</span></li>;<li class="" htag="li"><span class="x">My principal concern is to get the job done fast.</span></li>;<li class="" htag="li"><span class="x">The violins have the principal tune.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/principal_1|<li class="" htag="li"><span class="x">Lý do chính cho sự thiếu sót này là thiếu thời gian.</span></li>;<li class="" htag="li"><span class="x">Những con đường mới sẽ nối liền các thành phố chính trong khu vực.</span></li>;<li class="" htag="li"><span class="x">Doanh thu từ du lịch hiện là nguồn thu nhập chính của chúng tôi.</span></li>;<li class="" htag="li"><span class="x">Mối quan tâm chính của tôi là hoàn thành công việc một cách nhanh chóng.</span></li>;<li class="" htag="li"><span class="x">Đàn vĩ cầm có giai điệu chính.</span></li>|quan trọng nhất; chính
principal_2|principal|noun|C1|the person who is in charge of a college or (in Scotland and Canada) a university|/ˈprɪnsəpl/|/ˈprɪnsəpl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/princ/principal__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/princ/principal__us_1.mp3|<li class="" htag="li"><span class="x">Peter Brown, principal of St John’s College</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/principal_2|<li class="" htag="li"><span class="x">Peter Brown, hiệu trưởng trường Cao đẳng St John</span></li>|người phụ trách một trường cao đẳng hoặc (ở Scotland và Canada) một trường đại học
prior_1|prior|adjective|B2+|happening or existing before something else or before a particular time|/ˈpraɪə(r)/|/ˈpraɪər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/prior/prior__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/prior/prior__us_1.mp3|<li class="" htag="li"><span class="x">Although not essential, some <span class="cl">prior knowledge</span> of statistics is desirable.</span></li>;<li class="" htag="li"><span class="x">This information must not be disclosed without <span class="cl">prior written consent</span>.</span></li>;<li class="" htag="li"><span class="x">Visits are by <span class="cl">prior arrangement</span>.</span></li>;<li class="" htag="li"><span class="x">Please give us <span class="cl">prior notice</span> if you need an evening meal.</span></li>;<li class="" htag="li"><span class="x">She will be unable to attend because of a <span class="cl">prior engagement</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prior_1|<li class="" htag="li"><span class="x">Mặc dù không cần thiết, một số <span class="cl">kiến thức trước</span> of statistics is desirable.</span></li>;<li class="" htag="li"><span class="x">Thông tin này không được tiết lộ nếu không có <span class="cl">sự đồng ý trước bằng văn bản</span>.</span></li>;<li class="" htag="li"><span class="x">Các chuyến thăm được <span class="cl">sắp xếp trước</span>.</span></li>;<li class="" htag="li"><span class="x">Vui lòng thông báo trước cho chúng tôi <span class="cl"></span> if you need an evening meal.</span></li>;<li class="" htag="li"><span class="x">Cô ấy sẽ không thể tham dự vì có <span class="cl">cuộc hẹn trước</span>.</span></li>|xảy ra hoặc tồn tại trước một điều gì đó khác hoặc trước một thời điểm cụ thể
privatization|privatization|noun|C1|the act of selling a business or an industry so that it is no longer owned by the government|/ˌpraɪvətaɪˈzeɪʃn/|/ˌpraɪvətəˈzeɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/priva/privatization__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/priva/privatization__us_1.mp3|<li class="" htag="li"><span class="x">There were fears that privatization would lead to job losses.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/privatization|<li class="" htag="li"><span class="x">Người ta lo ngại rằng việc tư nhân hóa sẽ dẫn tới tình trạng mất việc làm.</span></li>|hành động bán một doanh nghiệp hoặc một ngành công nghiệp để nó không còn thuộc sở hữu của chính phủ nữa
privilege_1|privilege|noun|C1|a special right or advantage that a particular person or group of people has|/ˈprɪvəlɪdʒ/|/ˈprɪvəlɪdʒ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/privi/privilege__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/privi/privilege__us_1_rr.mp3|<li class="" htag="li"><span class="x">Education should be a universal right and not a privilege.</span></li>;<li class="" htag="li"><span class="x">You can enjoy all the benefits and privileges of club membership.</span></li>;<li class="" htag="li"><span class="x">Try not to abuse the privilege of being allowed more freedom.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/privilege_1|<li class="" htag="li"><span class="x">Giáo dục phải là quyền phổ quát chứ không phải là đặc quyền.</span></li>;<li class="" htag="li"><span class="x">Bạn có thể tận hưởng mọi quyền lợi và đặc quyền của thành viên câu lạc bộ.</span></li>;<li class="" htag="li"><span class="x">Cố gắng không lạm dụng đặc quyền được hưởng nhiều tự do hơn.</span></li>|một quyền hoặc lợi thế đặc biệt mà một người hoặc một nhóm người cụ thể có
probability|probability|noun|B2+|how likely something is to happen|/ˌprɒbəˈbɪləti/|/ˌprɑːbəˈbɪləti/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proba/probability__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pro/proba/probability__us_1.mp3|<li class="" htag="li"><span class="x">The probability is that prices will rise rapidly.</span></li>;<li class="" htag="li"><span class="x">There seemed to be a high probability of success.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/probability|<li class="" htag="li"><span class="x">Khả năng là giá cả sẽ tăng nhanh chóng.</span></li>;<li class="" htag="li"><span class="x">Có vẻ như khả năng thành công là rất cao.</span></li>|khả năng điều gì đó xảy ra là bao nhiêu
probable_1|probable|adjective|B2+|likely to happen, to exist or to be true|/ˈprɒbəbl/|/ˈprɑːbəbl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proba/probable__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pro/proba/probable__us_1.mp3|<li class="" htag="li"><span class="x">the probable cause/explanation/outcome</span></li>;<li class="" htag="li"><span class="x"><span class="cl">highly/quite/most probable</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">It is probable that</span> the disease has a genetic element.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/probable_1|<li class="" htag="li"><span class="x">nguyên nhân/giải thích/kết quả có thể xảy ra</span></li>;<li class="" htag="li"><span class="x"><span class="cl">rất có thể/khá có thể/nhiều nhất</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">Có khả năng là</span> the disease has a genetic element.</span></li>|có khả năng xảy ra, tồn tại hoặc là sự thật
probe_1|probe|noun|C1|a complete and careful investigation of something|/prəʊb/|/prəʊb/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/probe/probe__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pro/probe/probe__us_1.mp3|<li class="" htag="li"><span class="x">a police probe into the financial affairs of the company</span></li>;<li class="" htag="li"><span class="x">Arson probe after three die at home.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/probe_1|<li class="" htag="li"><span class="x">một cuộc điều tra của cảnh sát về các vấn đề tài chính của công ty</span></li>;<li class="" htag="li"><span class="x">Điều tra vụ đốt phá khiến ba người tử vong tại nhà.</span></li>|một cuộc điều tra đầy đủ và cẩn thận về một cái gì đó
